EC_number,Substrate,UniProt_ID,Protein_file,Organism_name,Km_value (mM),pH,Temperature,Site_type,Substrate_SMILES,Mol_file,pKm_value
1.4.3.21,"1,4-diamino-2-butyne",Q43077,1KSI.pdb,Pisum sativum,1,-----,-----,Substrate+Cofactor,NCC#CCN,mol_2362.sdf,0
1.4.3.3,D-methionine,A0A499UB99,7CT4.pdb,Rasamsonia emersonii,0.21,8,55°C,Cofactor_only,N[C@H](CCSC)C(=O)O,mol_620.sdf,-0.677780705
1.4.3.3,D-valine,A0A499UB99,7CT4.pdb,Rasamsonia emersonii,0.63,8,55°C,Cofactor_only,N[C@H](C(C)C)C(=O)O,mol_622.sdf,-0.200659451
1.4.3.3,D-Gln,P80324,1C0P.pdb,Rhodotorula toruloides,4.6,8.5,25°C,Substrate+Cofactor,C(CC(=O)N)C(C(=O)O)N,mol_636.sdf,0.662757832
1.4.3.3,D-alanine,P14920,7U9U.pdb,Homo sapiens,1,-----,-----,Substrate+Cofactor,N[C@H](C)C(=O)O,mol_604.sdf,0
1.4.3.3,D-alanine,P14920,7U9U.pdb,Homo sapiens,1.3,7,25°C,Substrate+Cofactor,N[C@H](C)C(=O)O,mol_604.sdf,0.113943352
1.4.3.3,D-Dopa,P14920,7U9U.pdb,Homo sapiens,1.5,7,25°C,Substrate+Cofactor,O=C(O)[C@H](N)CC1=CC=C(O)C(O)=C1,mol_628.sdf,0.176091259
1.4.3.4,"N1-(thiophen-2-ylmethyl)dodecane-1,12-diamine",P27338,1S3E.pdb,Homo sapiens,0.018,7.4,37°C,Substrate+Cofactor,S1C(=CC=C1)CNCCCCCCCCCCCCN,mol_2377.sdf,-1.744727495
1.4.3.4,p-nitrobenzylamine,P27338,1S3E.pdb,Homo sapiens,0.09,7.5,25°C,Substrate+Cofactor,[N+](=O)([O-])C1=CC=C(CN)C=C1,mol_642.sdf,-1.045757491
1.4.3.4,2-Phenylethylamine,P27338,1S3E.pdb,Homo sapiens,0.016,7.5,25°C,Substrate+Cofactor,C1(=CC=CC=C1)CCN,mol_609.sdf,-1.795880017
1.4.3.4,serotonin,P21397,2Z5X.pdb,Homo sapiens,0.192,-----,-----,Substrate+Cofactor,C1=CC2=C(C=C1O)C(=CN2)CCN,mol_639.sdf,-0.716698771
1.4.3.4,benzylamine,P27338,1S3E.pdb,Homo sapiens,0.15,7.5,25°C,Substrate+Cofactor,C(C1=CC=CC=C1)N,mol_607.sdf,-0.823908741
1.4.3.4,serotonin,P27338,1S3E.pdb,Homo sapiens,0.192,-----,-----,Substrate+Cofactor,C1=CC2=C(C=C1O)C(=CN2)CCN,mol_639.sdf,-0.716698771
1.4.3.5,pyridoxine 5'-phosphate,P0AFI7,1DNL.pdb,Escherichia coli,0.0016,7.6,37°C,Substrate+Cofactor,P(=O)(O)(O)OCC=1C(=C(C(=NC1)C)O)CO,mol_646.sdf,-2.795880017
1.4.3.5,pyridoxine 5'-phosphate,Q9NVS9,1NRG.pdb,Homo sapiens,0.002698148,7.6,37°C,Substrate+Cofactor,P(=O)(O)(O)OCC=1C(=C(C(=NC1)C)O)CO,mol_646.sdf,-2.56893431
1.4.3.5,pyridoxine 5'-phosphate,Q9NVS9,1NRG.pdb,Homo sapiens,0.00618,8,37°C,Substrate+Cofactor,P(=O)(O)(O)OCC=1C(=C(C(=NC1)C)O)CO,mol_646.sdf,-2.209011525
1.4.3.5,pyridoxine 5'-phosphate,P0AFI7,1DNL.pdb,Escherichia coli,0.002,-----,-----,Substrate+Cofactor,P(=O)(O)(O)OCC=1C(=C(C(=NC1)C)O)CO,mol_646.sdf,-2.698970004
1.4.3.5,pyridoxine 5'-phosphate,P0AFI7,1DNL.pdb,Escherichia coli,0.002,8.5,37°C,Substrate+Cofactor,P(=O)(O)(O)OCC=1C(=C(C(=NC1)C)O)CO,mol_646.sdf,-2.698970004
1.4.4.2,glycine,P23378,6I34.pdb,Homo sapiens,1.3,7,25°C,Substrate+Cofactor,NCC(=O)O,mol_600.sdf,0.113943352
1.4.7.1,L-glutamine,P55038,1OFD.pdb,Synechocystis sp. PCC 6803,1.3,8,-----,Substrate+Cofactor,N[C@@H](CCC(N)=O)C(=O)O,mol_1018.sdf,0.113943352
1.4.7.1,2-oxoglutarate,P55038,1OFD.pdb,Synechocystis sp. PCC 6803,0.04,8,-----,Substrate+Cofactor,O=C(C(=O)[O-])CCC(=O)[O-],mol_188.sdf,-1.397940009
1.4.99.6,D-Lysine,Q9HXE3,3NYC.pdb,Pseudomonas aeruginosa,0.26,8.7,25°C,Substrate+Cofactor,N[C@H](CCCCN)C(=O)O,mol_648.sdf,-0.585026652
1.4.99.6,D-leucine,Q9HXE3,3NYC.pdb,Pseudomonas aeruginosa,4.6,10,25°C,Substrate+Cofactor,N[C@H](CC(C)C)C(=O)O,mol_647.sdf,0.662757832
1.4.99.6,D-tyrosine,Q9HXE3,3NYC.pdb,Pseudomonas aeruginosa,0.8,8.7,25°C,Substrate+Cofactor,N[C@H](CC1=CC=C(C=C1)O)C(=O)O,mol_629.sdf,-0.096910013
1.4.99.6,D-leucine,Q9HXE3,3NYC.pdb,Pseudomonas aeruginosa,1.8,6,25°C,Substrate+Cofactor,N[C@H](CC(C)C)C(=O)O,mol_647.sdf,0.255272505
1.4.99.6,D-methionine,Q9HXE3,3NYC.pdb,Pseudomonas aeruginosa,10,8.7,25°C,Substrate+Cofactor,N[C@H](CCSC)C(=O)O,mol_620.sdf,1
1.4.99.6,D-leucine,Q9HXE3,3NYC.pdb,Pseudomonas aeruginosa,12,8.7,25°C,Substrate+Cofactor,N[C@H](CC(C)C)C(=O)O,mol_647.sdf,1.079181246
1.4.99.6,D-phenylalanine,Q9HXE3,3NYC.pdb,Pseudomonas aeruginosa,11,8.7,25°C,Substrate+Cofactor,N[C@H](CC1=CC=CC=C1)C(=O)O,mol_624.sdf,1.041392685
1.4.99.6,D-histidine,Q9HXE3,3NYC.pdb,Pseudomonas aeruginosa,9.838699101,8.7,25°C,Substrate+Cofactor,N[C@H](CC1=CNC=N1)C(=O)O,mol_649.sdf,0.992937679
1.4.99.6,D-arginine,Q9HXE3,3NYC.pdb,Pseudomonas aeruginosa,0.06,8.7,25°C,Substrate+Cofactor,N[C@H](CCCNC(N)=N)C(=O)O,mol_621.sdf,-1.22184875
1.5.1.15,NAD+,P13995,5TC4.pdb,Homo sapiens,0.202,7.3,-----,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.694648631
1.5.1.15,NADP+,P13995,5TC4.pdb,Homo sapiens,0.352,7.3,-----,Substrate+Cofactor,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,mol_38.sdf,-0.453457337
1.5.1.2,NADH,P32322,5UAV.pdb,Homo sapiens,0.07,7.5,37°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,mol_17.sdf,-1.15490196
1.5.1.2,"3,4-dehydro-L-proline",P32322,5UAV.pdb,Homo sapiens,0.141,-----,-----,Substrate+Cofactor,C1C=CC(N1)C(=O)O,mol_650.sdf,-0.850780887
1.5.1.2,NADH,P32322,5UAV.pdb,Homo sapiens,0.088,7.5,30°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,mol_17.sdf,-1.055517328
1.5.1.2,NADPH,P32322,5UAV.pdb,Homo sapiens,0.237804986,7.5,37°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-0.623779044
1.5.1.2,1-pyrroline-5-carboxylate,P32322,5UAV.pdb,Homo sapiens,0.667,7.5,37°C,Substrate+Cofactor,N1=CCCC1C(=O)[O-],mol_521.sdf,-0.175874166
1.5.1.2,NADPH,P32322,5UAV.pdb,Homo sapiens,0.223,7.5,30°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-0.651695137
1.5.1.20,NADH,P0AEZ1,3FST.pdb,Escherichia coli,0.017,-----,-----,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,mol_17.sdf,-1.769551079
1.5.1.20,NADH,P0AEZ1,3FST.pdb,Escherichia coli,0.066,7.2,25°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,mol_17.sdf,-1.180456064
1.5.1.20,"5,10-methylenetetrahydrofolate",P0AEZ1,3FST.pdb,Escherichia coli,0.0039,-----,-----,Substrate+Cofactor,C1N2C=3C(NC(=NC3NCC2CN1C1=CC=C(C(N[C@@H](CCC(=O)[O-])C(=O)O)=O)C=C1)N)=O,mol_651.sdf,-2.408935393
1.5.1.20,NADPH,P42898,6FCX.pdb,Homo sapiens,0.028883386,6.6,46°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-1.539351892
1.5.1.20,"5,10-methylenetetrahydrofolate",P42898,6FCX.pdb,Homo sapiens,0.023899791,6.6,46°C,Substrate+Cofactor,C1N2C=3C(NC(=NC3NCC2CN1C1=CC=C(C(N[C@@H](CCC(=O)[O-])C(=O)O)=O)C=C1)N)=O,mol_651.sdf,-1.621605901
1.5.1.20,"(6R)-5,10-methylenetetrahydrofolate",Q5SLG6,7TH4.pdb,Thermus thermophilus,0.18,7,50°C,Substrate+Cofactor,C1N2C=3C(NC(=NC3NC[C@@H]2CN1C1=CC=C(C(N[C@@H](CCC(=O)[O-])C(=O)O)=O)C=C1)N)=O,mol_2382.sdf,-0.744727495
1.5.1.20,"5,10-methylenetetrahydrofolate",P0AEZ1,3FST.pdb,Escherichia coli,0.0005,7.2,25°C,Substrate+Cofactor,C1N2C=3C(NC(=NC3NCC2CN1C1=CC=C(C(N[C@@H](CCC(=O)[O-])C(=O)O)=O)C=C1)N)=O,mol_651.sdf,-3.301029996
1.5.1.3,NADP+,G4VJD6,1LY3.pdb,Schistosoma mansoni,0.123,7.8,25°C,Apo site,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,mol_38.sdf,-0.910094889
1.5.1.3,"7,8-dihydrofolate",G4VJD6,1LY3.pdb,Schistosoma mansoni,0.0264,7.8,25°C,Apo site,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-1.578396073
1.5.1.3,"7,8-dihydrofolate",P00374,1KMV.pdb,Homo sapiens,7.50E-05,7.6,23°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-4.124938737
1.5.1.3,"7,8-dihydrofolate",P0ABQ4,8DAI.pdb,Lactobacillus leichmannii,0.0062,7,15°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-2.207608311
1.5.1.3,"7,8-dihydrofolate",P13922,1J3K.pdb,Plasmodium falciparum,0.0042,5,25°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-2.37675071
1.5.1.3,NADPH,P13922,1J3K.pdb,Plasmodium falciparum,0.0058,5,25°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-2.236572006
1.5.1.3,NADPH,P16184,3NZB.pdb,Pneumocystis carinii,0.023,7.4,37°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-1.638272164
1.5.1.3,dihydrofolate,Q54801,3IX9.pdb,Streptococcus pneumoniae,0.004,7,25°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-2.397940009
1.5.1.3,NADPH,Q54801,3IX9.pdb,Streptococcus pneumoniae,0.0157,7,25°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-1.804100348
1.5.1.3,NADPH,Q70YQ6,3IA4.pdb,Moritella profunda,0.0096,7,30°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-2.017728767
1.5.1.3,NADPH,Q70YQ6,3IA4.pdb,Moritella profunda,0.0099,7,5°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-2.004364805
1.5.1.3,"7,8-dihydrofolate",Q70YQ6,3IA4.pdb,Moritella profunda,21.7,7,5°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,1.336459734
1.5.1.3,"7,8-dihydrofolate",Q70YQ6,3IA4.pdb,Moritella profunda,16.4,7,20°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,1.214843848
1.5.1.3,"7,8-dihydrofolate",Q70YQ6,3IA4.pdb,Moritella profunda,19.8,7,30°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,1.29666519
1.5.1.3,"7,8-dihydrofolate",Q81R22,3DAT.pdb,Bacillus anthracis,0.0337,7,25°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-1.472370099
1.5.1.3,"7,8-dihydrofolate",J9F199,8E4F.pdb,Wuchereria bancrofti,0.0037,6,25°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-2.431798276
1.5.1.3,"7,8-dihydrofolate",O30463,2W3W.pdb,Mycobacterium avium,0.0007,7,30°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-3.15490196
1.5.1.3,NADPH,O30463,2W3W.pdb,Mycobacterium avium,0.0015,7,30°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-2.823908741
1.5.1.3,"7,8-dihydrofolate",P00374,1KMV.pdb,Homo sapiens,0.0027,7.4,37°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-2.568636236
1.5.1.3,NADPH,P00374,1KMV.pdb,Homo sapiens,0.004242641,7.4,37°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-2.372363747
1.5.1.3,dihydrofolate,P00374,1KMV.pdb,Homo sapiens,0.0019,7.5,25°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-2.721246399
1.5.1.3,NADPH,P00374,1KMV.pdb,Homo sapiens,0.0074,7.5,25°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-2.13076828
1.5.1.3,"7,8-dihydrofolate",P13922,1J3K.pdb,Plasmodium falciparum,0.013,-----,-----,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-1.886056648
1.5.1.3,"7,8-dihydrofolate",P13922,1J3K.pdb,Plasmodium falciparum,0.0051,7,25°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-2.292429824
1.5.1.3,"7,8-dihydrofolate",P16184,3NZB.pdb,Pneumocystis carinii,0.0027,-----,-----,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-2.568636236
1.5.1.3,"7,8-dihydrofolate",P16184,3NZB.pdb,Pneumocystis carinii,0.0023,7,-----,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-2.638272164
1.5.1.3,NADPH,P16184,3NZB.pdb,Pneumocystis carinii,0.0043,-----,-----,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-2.366531544
1.5.1.3,"7,8-dihydrofolate",P16184,3NZB.pdb,Pneumocystis carinii,0.004141256,7.4,37°C,Substrate+Cofactor,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NCC=2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-],mol_652.sdf,-2.382867938
1.5.1.3,NADPH,Q60034,1D1G.pdb,Thermotoga maritima,0.004,-----,-----,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-2.397940009
1.5.1.3,NADPH,Q70YQ6,3IA4.pdb,Moritella profunda,0.0123,7,20°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,mol_34.sdf,-1.910094889
1.5.1.33,dihydrobiopterin,O76290,2X9G.pdb,Trypanosoma brucei brucei,0.0171,5,25°C,Substrate+Cofactor,CC(C(C1=NC2=C(NC1)N=C(NC2=O)N)O)O,mol_654.sdf,-1.76700389
1.5.1.37,FAD,Q8GME2,4R82.pdb,Streptomyces globisporus,0.0082,7.5,22°C,Substrate+Cofactor,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,mol_414.sdf,-2.086186148
1.5.1.37,NADH,Q8GME2,4R82.pdb,Streptomyces globisporus,0.053,7.5,22°C,Substrate+Cofactor,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,mol_17.sdf,-1.27572413
1.5.1.5,"5,10-methenyltetrahydrofolate",P24186,5O28.pdb,Escherichia coli,0.279,7.6,30°C,Substrate_only,C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(N2C=[N+]3C=4C(NC(=NC4NCC3C2)N)=O)C=C1)(=O)[O-],mol_655.sdf,-0.554395797
1.5.1.5,NADP+,P24186,5O28.pdb,Escherichia coli,0.187,7.6,30°C,Substrate_only,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,mol_38.sdf,-0.728158393
1.5.1.52,pyruvate,A0A0H3JT80,6H3D.pdb,Staphylococcus aureus,0.029,8,22°C,Substrate_only,C(C(=O)C)(=O)[O-],mol_149.sdf,-1.537602002
1.5.1.52,oxaloacetate,A0A0H3JT80,6H3D.pdb,Staphylococcus aureus,1.4,8,22°C,Substrate_only,C(=O)(C(=O)O)CC(=O)[O-],mol_161.sdf,0.146128036
1.5.1.52,glyoxylate,A0A0H3JT80,6H3D.pdb,Staphylococcus aureus,3,8,22°C,Substrate_only,C(C=O)(=O)[O-],mol_160.sdf,0.477121255
1.5.1.6,10-formyltetrahydrofolate,E3NZ06,4QPD.pdb,Danio rerio,0.014075511,-----,30°C,Substrate+Cofactor,C(=O)N(C1=CC=C(C(N[C@@H](CCC(=O)[O-])C(=O)O)=O)C=C1)CC1CNC=2N=C(N)NC(=O)C2N1,mol_656.sdf,-1.85153584
1.5.1.7,2-oxoglutarate,P38998,3UH1.pdb,Saccharomyces cerevisiae,0.11,7,25°C,Substrate+Cofactor,O=C(C(=O)[O-])CCC(=O)[O-],mol_188.sdf,-0.958607315
1.5.1.7,L-lysine,P38998,3UH1.pdb,Saccharomyces cerevisiae,0.89,7,25°C,Substrate+Cofactor,N[C@@H](CCCCN)C(=O)O,mol_358.sdf,-0.050609993
1.5.3.1,N-Methyl-L-alanine,B9L163,7EXS.pdb,Thermomicrobium roseum,0.25,-----,37°C,Cofactor_only,CN[C@@H](C)C(=O)O,mol_657.sdf,-0.602059991
1.5.3.1,L-proline,B9L163,7EXS.pdb,Thermomicrobium roseum,98,-----,37°C,Cofactor_only,N1[C@@H](CCC1)C(=O)O,mol_374.sdf,1.991226076
1.5.3.1,sarcosine,B9L163,7EXS.pdb,Thermomicrobium roseum,91.63318176,-----,37°C,Cofactor_only,N(C)CC(=O)O,mol_606.sdf,1.962052767
1.5.3.1,N-methyl-L-tryptophan,B9L163,7EXS.pdb,Thermomicrobium roseum,136.5,-----,37°C,Cofactor_only,CN[C@@H](CC1=CNC2=CC=CC=C12)C(=O)O,mol_659.sdf,2.135132651
1.5.3.1,N-methyl-L-aspartate,B9L163,7EXS.pdb,Thermomicrobium roseum,244.7,-----,37°C,Cofactor_only,CN[C@@H](CC(=O)[O-])C(=O)[O-],mol_662.sdf,2.388633969
1.5.3.1,N-Methyl-L-leucine,B9L163,7EXS.pdb,Thermomicrobium roseum,168.5,-----,37°C,Cofactor_only,CN[C@@H](CC(C)C)C(=O)O,mol_663.sdf,2.226599905
1.5.3.1,N-methyl-D-proline,B9L163,7EXS.pdb,Thermomicrobium roseum,324.5,-----,37°C,Cofactor_only,CN1[C@H](CCC1)C(=O)O,mol_660.sdf,2.511214701
1.5.3.1,N-methyl-L-phenylalanine,B9L163,7EXS.pdb,Thermomicrobium roseum,177.8,-----,37°C,Cofactor_only,CN[C@@H](CC1=CC=CC=C1)C(=O)O,mol_658.sdf,2.249931757
1.5.3.1,4-(ethylaminomethyl)pyridine,B9L163,7EXS.pdb,Thermomicrobium roseum,258.4,-----,37°C,Cofactor_only,C(C)NCC1=CC=NC=C1,mol_2383.sdf,2.412292509
1.5.3.1,2-isopropyl-4-(methylaminomethyl)thiazole,B9L163,7EXS.pdb,Thermomicrobium roseum,154.3,-----,37°C,Cofactor_only,C(C)(C)C=1SC=C(N1)CNC,mol_661.sdf,2.188365926
1.5.3.1,sarcosine,P40859,2GF3.pdb,Bacillus sp. (in: Bacteria),0.29,8,25°C,Substrate+Cofactor,N(C)CC(=O)O,mol_606.sdf,-0.537602002
1.5.3.10,"N,N-dimethylglycine",Q9AGP8,1PJ6.pdb,Arthrobacter globiformis,2,-----,-----,Substrate+Cofactor,CN(CC(=O)O)C,mol_664.sdf,0.301029996
1.5.3.13,3-[4-(3-aminopropoxy)butoxy]-N-benzylpropan-1-amine,Q8C0L6,5MBX.pdb,Mus musculus,0.06,7.5,37°C,Substrate+Cofactor,NCCCOCCCCOCCCNCC1=CC=CC=C1,mol_2384.sdf,-1.22184875
1.5.3.13,"N1-[(thiophen-2-yl)methyl]dodecane-1,12-diamine",Q8C0L6,5MBX.pdb,Mus musculus,0.089,7.5,37°C,Substrate+Cofactor,S1C(=CC=C1)CNCCCCCCCCCCCCN,mol_2377.sdf,-1.050609993
1.5.3.13,"N1-(3-[[(thiophen-2-yl)methyl]amino]propyl)octane-1,8-diamine",Q8C0L6,5MBX.pdb,Mus musculus,0.001,7.5,37°C,Substrate+Cofactor,S1C(=CC=C1)CNCCCNCCCCCCCCN,mol_2385.sdf,-3
1.5.3.13,N1-acetylspermine,Q8C0L6,5MBX.pdb,Mus musculus,0.003,9,30°C,Substrate+Cofactor,CC(=O)NCCCNCCCCNCCCN,mol_666.sdf,-2.522878745
1.5.3.13,N1-benzylspermine,Q8C0L6,5MBX.pdb,Mus musculus,0.0002,7.5,37°C,Substrate+Cofactor,CNCCCNCCCCNCCCNc1ccccc1,mol_2386.sdf,-3.698970004
1.5.3.13,N1-[(pyridin-2-yl)methyl]spermine,Q8C0L6,5MBX.pdb,Mus musculus,0.00052,7.5,37°C,Substrate+Cofactor,N1=C(C=CC=C1)CNCCCNCCCCNCCCN,mol_2387.sdf,-3.283996656
1.5.3.13,"N1-benzyldodecane-1,12-diamine",Q8C0L6,5MBX.pdb,Mus musculus,0.025,7.5,37°C,Substrate+Cofactor,C(C1=CC=CC=C1)NCCCCCCCCCCCCN,mol_2379.sdf,-1.602059991
1.5.3.13,spermine,Q8C0L6,5MBX.pdb,Mus musculus,8,9,30°C,Substrate+Cofactor,NCCCNCCCCNCCCN,mol_599.sdf,0.903089987
